root - INFO - CSV file initialized.
root - INFO - Cannot read from camera
root - INFO - Live video processing ended.
root - INFO - CSV file closed.
root - INFO - CSV file initialized.
root - INFO - Frame 263: Aruco ID 1 detected with distance 2.366741353079523, yaw angle -5.393960665915188, pitch angle 90.07502894997519, roll angle 5.492325538280112.
root - INFO - Frame 264: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 265: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 266: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 267: Aruco ID 1 detected with distance 2.3269943689301416, yaw angle -5.3922615499483015, pitch angle 87.30599544882602, roll angle -10.523299615181566.
root - INFO - Frame 268: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 269: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 270: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 271: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 272: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 273: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 274: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 275: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 276: Aruco ID 1 detected with distance 2.3575658214950663, yaw angle -5.383992939303255, pitch angle 89.72751382710298, roll angle 1.0015898899681708.
root - INFO - Frame 277: Aruco ID 1 detected with distance 2.3310885049350656, yaw angle -5.384492300472942, pitch angle 89.61569998368614, roll angle 5.516685451607998.
